epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
25,517.014,1.27179,0.88416,1.153,0.79051,0.66083,0.7161,0.40049,1.62856,1.21228,1.32582,0.000865839,0.000865839,0.000865839
26,537.509,1.24847,0.8638,1.14284,0.78166,0.65545,0.71868,0.40917,1.58382,1.22398,1.29868,0.000855018,0.000855018,0.000855018
27,558.14,1.25112,0.86492,1.14224,0.81052,0.64284,0.71634,0.41997,1.52333,1.33166,1.28506,0.000843851,0.000843851,0.000843851
28,578.802,1.2342,0.84543,1.13513,0.75983,0.66817,0.72195,0.41439,1.56118,1.21246,1.28907,0.000832349,0.000832349,0.000832349
29,598.883,1.21848,0.82545,1.12834,0.79151,0.61803,0.70138,0.40194,1.55861,1.29797,1.2978,0.000820525,0.000820525,0.000820525
30,619.244,1.21059,0.82788,1.12501,0.81728,0.65214,0.71656,0.41068,1.57324,1.25217,1.31176,0.000808389,0.000808389,0.000808389
31,639.3,1.2131,0.81628,1.11813,0.77133,0.68533,0.71928,0.4135,1.5856,1.20628,1.31414,0.000795954,0.000795954,0.000795954
32,659.732,1.18942,0.81938,1.10917,0.77903,0.66435,0.70379,0.4085,1.58613,1.26112,1.31923,0.000783231,0.000783231,0.000783231
33,679.578,1.1819,0.79467,1.10452,0.78593,0.65981,0.71136,0.41393,1.54798,1.23256,1.2885,0.000770234,0.000770234,0.000770234
34,699.996,1.16844,0.78018,1.09913,0.82452,0.64947,0.71636,0.41798,1.59164,1.24695,1.32095,0.000756976,0.000756976,0.000756976
35,719.852,1.16811,0.79286,1.10521,0.78626,0.67492,0.71545,0.41105,1.58089,1.22538,1.31084,0.000743468,0.000743468,0.000743468
36,740.092,1.16391,0.78416,1.09579,0.76883,0.66669,0.71133,0.41674,1.56694,1.2324,1.3016,0.000729725,0.000729725,0.000729725
37,759.784,1.16222,0.78564,1.09576,0.79913,0.66039,0.72793,0.42558,1.57591,1.1837,1.29027,0.000715761,0.000715761,0.000715761
38,780.607,1.14692,0.76718,1.09016,0.79845,0.65848,0.72262,0.42456,1.58585,1.30682,1.31342,0.000701588,0.000701588,0.000701588
39,800.211,1.14041,0.75546,1.0872,0.77692,0.68932,0.72545,0.42295,1.55867,1.24483,1.29626,0.000687222,0.000687222,0.000687222
40,820.43,1.1208,0.73621,1.0777,0.82143,0.66486,0.72373,0.42349,1.56056,1.24008,1.30728,0.000672675,0.000672675,0.000672675
41,840.878,1.10284,0.72467,1.06657,0.77359,0.6764,0.73121,0.42684,1.55445,1.28205,1.29474,0.000657963,0.000657963,0.000657963
42,861.187,1.11921,0.73921,1.07621,0.75044,0.67442,0.71569,0.41707,1.57741,1.25216,1.31474,0.000643101,0.000643101,0.000643101
43,882.077,1.09383,0.71155,1.06562,0.77195,0.67614,0.71081,0.41446,1.57783,1.29763,1.31458,0.000628101,0.000628101,0.000628101
44,901.919,1.07942,0.70393,1.05837,0.80382,0.65817,0.71307,0.4169,1.58158,1.28904,1.31271,0.000612981,0.000612981,0.000612981
45,922.46,1.07677,0.70641,1.0536,0.78618,0.67231,0.73208,0.42264,1.57525,1.29642,1.32065,0.000597754,0.000597754,0.000597754
46,942.233,1.07019,0.7008,1.05528,0.80885,0.65247,0.71743,0.41351,1.56247,1.30543,1.31148,0.000582435,0.000582435,0.000582435
47,962.506,1.07594,0.70503,1.05856,0.79805,0.65927,0.72772,0.41958,1.60369,1.35111,1.33195,0.00056704,0.00056704,0.00056704
48,982.746,1.04989,0.68692,1.04779,0.81774,0.66177,0.72996,0.42828,1.60524,1.27303,1.33165,0.000551584,0.000551584,0.000551584
49,1003.09,1.05447,0.68255,1.04742,0.80716,0.66014,0.72888,0.43379,1.5865,1.35442,1.33401,0.000536081,0.000536081,0.000536081
50,1022.85,1.04847,0.67619,1.04324,0.81306,0.66202,0.71986,0.4175,1.59501,1.28264,1.33057,0.000520548,0.000520548,0.000520548
51,1043.06,1.03759,0.67597,1.04314,0.7864,0.65634,0.70877,0.41517,1.56566,1.25022,1.30095,0.000505,0.000505,0.000505
52,1062.71,1.03756,0.67552,1.04249,0.81723,0.6669,0.73623,0.43205,1.60192,1.25787,1.32,0.000489452,0.000489452,0.000489452
53,1082.93,1.02972,0.66573,1.0377,0.81115,0.65691,0.72215,0.4205,1.59068,1.25153,1.3219,0.000473919,0.000473919,0.000473919
54,1102.89,1.01183,0.65205,1.03017,0.80902,0.67604,0.72677,0.43107,1.59117,1.28503,1.33127,0.000458416,0.000458416,0.000458416
55,1123.12,1.01353,0.65104,1.0304,0.81512,0.66197,0.73152,0.4291,1.58536,1.22653,1.31436,0.00044296,0.00044296,0.00044296
56,1142.95,1.01195,0.65463,1.02993,0.80733,0.67374,0.73015,0.41648,1.59675,1.23701,1.33773,0.000427565,0.000427565,0.000427565
57,1163.12,0.99782,0.64051,1.02081,0.82601,0.66306,0.73426,0.43064,1.56728,1.23821,1.32692,0.000412246,0.000412246,0.000412246
58,1182.76,0.99623,0.63223,1.0179,0.80676,0.68654,0.73979,0.43125,1.57628,1.19521,1.32053,0.000397019,0.000397019,0.000397019
59,1202.96,0.97359,0.62091,1.01411,0.8083,0.69657,0.73843,0.42429,1.59851,1.17034,1.34566,0.000381899,0.000381899,0.000381899
60,1222.59,0.97292,0.62399,1.01356,0.79391,0.68601,0.74023,0.43655,1.59136,1.21479,1.31949,0.000366899,0.000366899,0.000366899
61,1243.01,0.96257,0.61853,1.0104,0.79106,0.69632,0.73949,0.43865,1.60143,1.27065,1.33573,0.000352037,0.000352037,0.000352037
62,1262.79,0.96305,0.61527,1.0116,0.82358,0.68285,0.73886,0.43403,1.58651,1.21188,1.32692,0.000337325,0.000337325,0.000337325
63,1283,0.95378,0.60971,1.01163,0.81971,0.67269,0.73228,0.42599,1.6051,1.26031,1.33634,0.000322778,0.000322778,0.000322778
64,1302.6,0.9538,0.60988,1.00759,0.80974,0.68334,0.7384,0.43269,1.58837,1.28335,1.32382,0.000308412,0.000308412,0.000308412
65,1322.81,0.94561,0.60657,1.00182,0.79708,0.7072,0.74873,0.43492,1.57398,1.22284,1.30965,0.000294239,0.000294239,0.000294239
66,1342.44,0.942,0.60315,1.00053,0.81398,0.69377,0.74365,0.43505,1.56832,1.19255,1.32211,0.000280275,0.000280275,0.000280275
67,1362.89,0.93009,0.59214,0.99983,0.7923,0.7004,0.73972,0.4361,1.57926,1.25016,1.33038,0.000266532,0.000266532,0.000266532
68,1382.5,0.92299,0.59001,0.99389,0.80748,0.70845,0.75334,0.44222,1.56579,1.2011,1.3093,0.000253024,0.000253024,0.000253024
69,1402.83,0.92903,0.6012,1.00347,0.81214,0.67573,0.73723,0.44031,1.57911,1.26182,1.32935,0.000239766,0.000239766,0.000239766
70,1422.49,0.92518,0.5868,0.99624,0.78965,0.68578,0.73676,0.43728,1.57099,1.22587,1.31343,0.000226769,0.000226769,0.000226769
71,1442.67,0.92171,0.58949,0.99902,0.80327,0.67623,0.73216,0.43763,1.57724,1.23705,1.3183,0.000214046,0.000214046,0.000214046
72,1462.68,0.90319,0.57071,0.98407,0.78161,0.69821,0.73778,0.43588,1.57814,1.22813,1.3244,0.000201611,0.000201611,0.000201611
73,1482.74,0.90341,0.57862,0.98776,0.8301,0.66832,0.73908,0.43964,1.56828,1.23538,1.32392,0.000189475,0.000189475,0.000189475
74,1503.22,0.88889,0.56129,0.98281,0.80543,0.68436,0.73825,0.44068,1.57616,1.26825,1.3229,0.000177651,0.000177651,0.000177651
75,1523.14,0.89391,0.57134,0.98877,0.80361,0.70947,0.74544,0.44189,1.56217,1.23008,1.31103,0.000166149,0.000166149,0.000166149
76,1543.38,0.88625,0.56052,0.9801,0.82382,0.68531,0.74845,0.44504,1.57036,1.24828,1.31846,0.000154982,0.000154982,0.000154982
77,1563.71,0.89256,0.56458,0.98187,0.79433,0.69731,0.74333,0.44324,1.58076,1.25175,1.32546,0.000144161,0.000144161,0.000144161
78,1584.12,0.87871,0.55579,0.98073,0.80468,0.69554,0.75063,0.44721,1.57614,1.26795,1.33206,0.000133695,0.000133695,0.000133695
79,1604.07,0.87581,0.55353,0.97765,0.79787,0.69467,0.74491,0.44001,1.57939,1.26394,1.3305,0.000123596,0.000123596,0.000123596
80,1624.68,0.87818,0.55937,0.9788,0.80107,0.6945,0.74485,0.44618,1.57042,1.2613,1.32474,0.000113873,0.000113873,0.000113873
81,1644.3,0.87349,0.55437,0.97581,0.81223,0.68607,0.74202,0.44505,1.55781,1.24913,1.31854,0.000104537,0.000104537,0.000104537
82,1664.7,0.86645,0.55033,0.974,0.81677,0.67442,0.73718,0.44384,1.57137,1.24544,1.32195,9.55951e-05,9.55951e-05,9.55951e-05
83,1684.41,0.85679,0.54677,0.9726,0.82199,0.67341,0.73889,0.44208,1.57047,1.26754,1.32644,8.70577e-05,8.70577e-05,8.70577e-05
84,1704.77,0.86135,0.54593,0.972,0.83256,0.66258,0.74203,0.44513,1.56924,1.25374,1.32157,7.89327e-05,7.89327e-05,7.89327e-05
85,1726.43,0.85505,0.54023,0.96904,0.79989,0.70531,0.74545,0.44204,1.57059,1.26026,1.32259,7.12282e-05,7.12282e-05,7.12282e-05
86,1746.66,0.87404,0.56553,0.98259,0.80418,0.68504,0.7393,0.44176,1.56942,1.26589,1.32785,6.39518e-05,6.39518e-05,6.39518e-05
87,1766.3,0.83705,0.52838,0.96205,0.80278,0.69256,0.74393,0.44655,1.57278,1.27276,1.33567,5.71106e-05,5.71106e-05,5.71106e-05
88,1786.54,0.84561,0.53247,0.9691,0.81677,0.68132,0.74248,0.44629,1.57247,1.27433,1.33386,5.07115e-05,5.07115e-05,5.07115e-05
89,1806.17,0.86426,0.54555,0.97267,0.79902,0.69784,0.74486,0.44773,1.56744,1.25603,1.32954,4.47606e-05,4.47606e-05,4.47606e-05
90,1826.52,0.83929,0.52653,0.96243,0.81401,0.68647,0.74745,0.44907,1.56696,1.24231,1.32631,3.9264e-05,3.9264e-05,3.9264e-05
91,1846.79,0.73539,0.39708,0.90306,0.79515,0.69448,0.7326,0.43981,1.56994,1.29944,1.34815,3.4227e-05,3.4227e-05,3.4227e-05
92,1866.98,0.71095,0.37564,0.89293,0.80646,0.68423,0.73616,0.44647,1.56968,1.30861,1.33851,2.96546e-05,2.96546e-05,2.96546e-05
93,1886.49,0.71716,0.37649,0.89703,0.83909,0.65901,0.73629,0.44637,1.56536,1.29116,1.33579,2.55513e-05,2.55513e-05,2.55513e-05
94,1906.57,0.7058,0.3739,0.89308,0.8232,0.67181,0.73846,0.44579,1.57011,1.30068,1.33814,2.19212e-05,2.19212e-05,2.19212e-05
95,1926.04,0.69611,0.36751,0.88903,0.82426,0.66779,0.73887,0.44692,1.56667,1.30828,1.33371,1.87678e-05,1.87678e-05,1.87678e-05
96,1946.06,0.69316,0.36521,0.88792,0.81191,0.68613,0.74081,0.44806,1.56962,1.31212,1.33817,1.60943e-05,1.60943e-05,1.60943e-05
97,1965.52,0.69769,0.36571,0.889,0.81429,0.67729,0.73975,0.44652,1.57154,1.31599,1.33725,1.39032e-05,1.39032e-05,1.39032e-05
98,1985.55,0.69361,0.3635,0.88585,0.83006,0.66618,0.74086,0.4489,1.57013,1.31356,1.33691,1.21968e-05,1.21968e-05,1.21968e-05
99,2005.34,0.6795,0.36068,0.88326,0.82525,0.66461,0.74089,0.4492,1.56831,1.3175,1.3352,1.09768e-05,1.09768e-05,1.09768e-05
100,2025.56,0.6882,0.36364,0.88813,0.80622,0.68208,0.74083,0.44941,1.57073,1.32251,1.33525,1.02443e-05,1.02443e-05,1.02443e-05
