epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
19,1246.82,0.93152,0.59327,1.04008,0.79182,0.67255,0.72831,0.43722,1.52289,1.17111,1.46448,0.0004109,0.0004109,0.0004109
20,1307.14,0.91468,0.57493,1.03528,0.83293,0.6495,0.73535,0.43164,1.50735,1.21642,1.4736,0.00040595,0.00040595,0.00040595
21,1367.1,0.8906,0.56138,1.02174,0.82329,0.65868,0.73882,0.44471,1.51718,1.17082,1.44698,0.000401,0.000401,0.000401
22,1427.71,0.86824,0.54737,1.00887,0.78606,0.65707,0.71262,0.43005,1.49138,1.24756,1.44788,0.00039605,0.00039605,0.00039605
23,1488.03,0.8571,0.54263,1.00278,0.78612,0.67263,0.71852,0.43215,1.5017,1.18216,1.4534,0.0003911,0.0003911,0.0003911
24,1548.45,0.84694,0.52915,1,0.76181,0.69223,0.72566,0.4444,1.50914,1.22178,1.47274,0.00038615,0.00038615,0.00038615
25,1608.43,0.83525,0.51976,0.99694,0.77616,0.68716,0.72634,0.42993,1.50322,1.16432,1.4672,0.0003812,0.0003812,0.0003812
26,1668.3,0.82547,0.51166,0.98885,0.78628,0.70038,0.75009,0.45153,1.52209,1.20017,1.49116,0.00037625,0.00037625,0.00037625
27,1728.7,0.79807,0.49617,0.979,0.794,0.66716,0.71285,0.42762,1.54177,1.2314,1.50257,0.0003713,0.0003713,0.0003713
28,1788.72,0.7928,0.49031,0.9797,0.82752,0.68283,0.743,0.44322,1.52269,1.14293,1.49921,0.00036635,0.00036635,0.00036635
29,1848.61,0.77992,0.48528,0.97155,0.768,0.68791,0.73003,0.43065,1.54667,1.18631,1.50833,0.0003614,0.0003614,0.0003614
30,1908.66,0.77417,0.48086,0.97181,0.81882,0.6668,0.72707,0.43977,1.53625,1.23658,1.51692,0.00035645,0.00035645,0.00035645
31,1968.55,0.7684,0.47639,0.96851,0.79245,0.71304,0.75136,0.46402,1.49099,1.18862,1.50049,0.0003515,0.0003515,0.0003515
32,2029.85,0.75979,0.47934,0.96553,0.81508,0.69276,0.75502,0.44756,1.54375,1.14599,1.51914,0.00034655,0.00034655,0.00034655
33,2089.84,0.75236,0.46399,0.95912,0.76216,0.70534,0.73859,0.44586,1.54191,1.21214,1.5077,0.0003416,0.0003416,0.0003416
34,2150.11,0.7366,0.4544,0.95303,0.78857,0.68755,0.73574,0.43923,1.54953,1.25473,1.5212,0.00033665,0.00033665,0.00033665
35,2210.25,0.73236,0.45459,0.95011,0.75556,0.67814,0.71349,0.42475,1.55903,1.2793,1.54216,0.0003317,0.0003317,0.0003317
36,2270.27,0.72742,0.44695,0.94897,0.75332,0.72073,0.74026,0.43196,1.57151,1.23536,1.53893,0.00032675,0.00032675,0.00032675
37,2330.2,0.71226,0.44661,0.94663,0.779,0.6974,0.74457,0.43912,1.55046,1.24453,1.54394,0.0003218,0.0003218,0.0003218
38,2390.3,0.70789,0.43938,0.94355,0.78643,0.69322,0.7297,0.43379,1.56795,1.23472,1.58396,0.00031685,0.00031685,0.00031685
39,2450.31,0.69783,0.42611,0.93512,0.8242,0.70721,0.75729,0.45595,1.53484,1.13671,1.51763,0.0003119,0.0003119,0.0003119
40,2510.23,0.68581,0.42109,0.93244,0.79782,0.68968,0.7397,0.44451,1.52614,1.21159,1.52182,0.00030695,0.00030695,0.00030695
41,2570.26,0.67652,0.41355,0.92798,0.81222,0.67845,0.73741,0.44308,1.54711,1.21739,1.55577,0.000302,0.000302,0.000302
42,2630.4,0.67812,0.41501,0.92944,0.74816,0.68476,0.72743,0.4323,1.59808,1.28733,1.57978,0.00029705,0.00029705,0.00029705
43,2691.22,0.66447,0.40595,0.92594,0.78764,0.6906,0.74116,0.44255,1.57926,1.20641,1.5884,0.0002921,0.0002921,0.0002921
44,2751.41,0.65708,0.40428,0.92641,0.81025,0.70215,0.75171,0.4553,1.51929,1.16472,1.5419,0.00028715,0.00028715,0.00028715
45,2811.56,0.65219,0.40007,0.92166,0.79189,0.69034,0.73424,0.44625,1.51646,1.21584,1.52263,0.0002822,0.0002822,0.0002822
46,2871.69,0.6341,0.3931,0.91632,0.82084,0.68993,0.74922,0.46707,1.51207,1.1966,1.53913,0.00027725,0.00027725,0.00027725
47,2932.16,0.6392,0.39134,0.91276,0.78786,0.68546,0.7375,0.43656,1.55349,1.27122,1.55906,0.0002723,0.0002723,0.0002723
48,2992.07,0.62704,0.38799,0.91466,0.79519,0.66911,0.73834,0.45103,1.53825,1.34638,1.54093,0.00026735,0.00026735,0.00026735
49,3052.38,0.62285,0.38248,0.91387,0.78896,0.69857,0.75032,0.45185,1.52364,1.27366,1.54447,0.0002624,0.0002624,0.0002624
50,3112.42,0.62778,0.38245,0.91223,0.81494,0.6639,0.74227,0.44629,1.53051,1.23562,1.55038,0.00025745,0.00025745,0.00025745
51,3173.18,0.61996,0.38313,0.91133,0.81757,0.68133,0.74099,0.44251,1.53073,1.27763,1.55933,0.0002525,0.0002525,0.0002525
52,3233.49,0.61063,0.37256,0.90501,0.83516,0.69067,0.74975,0.45497,1.53024,1.23389,1.54312,0.00024755,0.00024755,0.00024755
53,3293.9,0.60363,0.37036,0.90751,0.80579,0.67251,0.74415,0.45363,1.5295,1.32232,1.56458,0.0002426,0.0002426,0.0002426
54,3353.79,0.60662,0.37113,0.90376,0.78514,0.71418,0.75068,0.46266,1.51427,1.21098,1.54763,0.00023765,0.00023765,0.00023765
55,3413.8,0.59531,0.36584,0.89964,0.785,0.68738,0.73398,0.44998,1.54186,1.27328,1.5758,0.0002327,0.0002327,0.0002327
56,3474.13,0.5937,0.36291,0.89776,0.81752,0.69851,0.75089,0.4613,1.52317,1.19519,1.54671,0.00022775,0.00022775,0.00022775
57,3534.3,0.58718,0.35854,0.89728,0.77576,0.71825,0.75048,0.45456,1.5416,1.32249,1.54447,0.0002228,0.0002228,0.0002228
58,3594.3,0.57636,0.34985,0.89116,0.81217,0.69353,0.74015,0.45408,1.54711,1.20767,1.56389,0.00021785,0.00021785,0.00021785
59,3654.16,0.56851,0.34897,0.89166,0.80345,0.70816,0.74763,0.45449,1.53321,1.2052,1.56094,0.0002129,0.0002129,0.0002129
60,3714.18,0.56541,0.34541,0.89086,0.80203,0.6824,0.75153,0.45515,1.53052,1.26707,1.56626,0.00020795,0.00020795,0.00020795
61,3774.2,0.56428,0.34107,0.89215,0.82667,0.69135,0.75499,0.46883,1.53191,1.29861,1.57957,0.000203,0.000203,0.000203
62,3835.32,0.55738,0.34374,0.88773,0.82718,0.66939,0.75097,0.45577,1.53079,1.27512,1.57713,0.00019805,0.00019805,0.00019805
63,3896.06,0.54494,0.33348,0.88406,0.77609,0.69712,0.7351,0.46082,1.55476,1.33071,1.5948,0.0001931,0.0001931,0.0001931
64,3956.19,0.55018,0.33382,0.88441,0.81303,0.67677,0.74197,0.46204,1.54339,1.28239,1.58128,0.00018815,0.00018815,0.00018815
65,4016.08,0.54666,0.33331,0.88502,0.75563,0.72204,0.74635,0.46327,1.53907,1.3183,1.55458,0.0001832,0.0001832,0.0001832
66,4076.09,0.54362,0.32755,0.88151,0.82455,0.68583,0.74663,0.46343,1.51858,1.28212,1.55728,0.00017825,0.00017825,0.00017825
67,4136.89,0.53577,0.32646,0.88103,0.7754,0.69252,0.73885,0.45116,1.55471,1.32503,1.59233,0.0001733,0.0001733,0.0001733
68,4197.04,0.52617,0.31925,0.87894,0.80437,0.69474,0.7622,0.47578,1.51577,1.27649,1.56175,0.00016835,0.00016835,0.00016835
69,4257.76,0.52279,0.32126,0.87792,0.79997,0.70358,0.74661,0.46408,1.52243,1.34154,1.55725,0.0001634,0.0001634,0.0001634
70,4317.63,0.52797,0.31627,0.87341,0.79106,0.6986,0.74909,0.45903,1.53612,1.36506,1.57268,0.00015845,0.00015845,0.00015845
71,4377.81,0.51506,0.31374,0.87557,0.79936,0.70086,0.74976,0.46908,1.5299,1.42463,1.57186,0.0001535,0.0001535,0.0001535
72,4437.87,0.51171,0.31041,0.87276,0.78543,0.70607,0.75377,0.46199,1.52901,1.27256,1.5815,0.00014855,0.00014855,0.00014855
73,4497.76,0.51076,0.31258,0.87311,0.79018,0.69358,0.74241,0.46223,1.53761,1.34303,1.58818,0.0001436,0.0001436,0.0001436
74,4557.92,0.51256,0.31389,0.87217,0.81983,0.6893,0.7621,0.47169,1.52185,1.29306,1.57137,0.00013865,0.00013865,0.00013865
75,4617.91,0.50032,0.30318,0.86866,0.80678,0.70577,0.75378,0.46463,1.5193,1.29344,1.57623,0.0001337,0.0001337,0.0001337
76,4678.09,0.49278,0.30121,0.86886,0.78358,0.69812,0.75095,0.4646,1.55225,1.40384,1.59952,0.00012875,0.00012875,0.00012875
77,4738.18,0.49128,0.29794,0.8671,0.78931,0.70576,0.75822,0.46597,1.52456,1.34243,1.55665,0.0001238,0.0001238,0.0001238
78,4798.05,0.48754,0.29806,0.86716,0.83329,0.67532,0.75589,0.47041,1.51709,1.38604,1.5558,0.00011885,0.00011885,0.00011885
79,4858.11,0.48278,0.29445,0.86491,0.78823,0.70577,0.75451,0.47489,1.52514,1.33562,1.56818,0.0001139,0.0001139,0.0001139
80,4918.48,0.48022,0.28964,0.86277,0.8244,0.67021,0.7456,0.46753,1.5284,1.39559,1.56873,0.00010895,0.00010895,0.00010895
81,4978.63,0.47134,0.28536,0.86204,0.81396,0.69577,0.75352,0.47121,1.52733,1.35469,1.57149,0.000104,0.000104,0.000104
82,5038.65,0.4649,0.28213,0.85801,0.79651,0.68921,0.74729,0.46764,1.52633,1.39626,1.58175,9.905e-05,9.905e-05,9.905e-05
83,5098.54,0.45957,0.27846,0.85599,0.79918,0.68765,0.7465,0.46443,1.52202,1.3938,1.56921,9.41e-05,9.41e-05,9.41e-05
