epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
46,1832.82,0.74987,0.47297,0.95552,0.78844,0.59218,0.66657,0.4026,1.64136,1.48265,1.67113,0.00027725,0.00027725,0.00027725
47,1872.51,0.74864,0.47068,0.95519,0.75779,0.60905,0.6812,0.40957,1.67171,1.5468,1.6975,0.0002723,0.0002723,0.0002723
48,1912.24,0.74241,0.46633,0.95142,0.78146,0.60379,0.6802,0.40989,1.687,1.65252,1.72612,0.00026735,0.00026735,0.00026735
49,1951.92,0.73252,0.46056,0.94751,0.81115,0.59515,0.68279,0.4092,1.68911,1.5892,1.71015,0.0002624,0.0002624,0.0002624
50,1991.53,0.72317,0.45739,0.94499,0.80321,0.60807,0.6781,0.40755,1.66767,1.50515,1.69899,0.00025745,0.00025745,0.00025745
51,2031.23,0.72051,0.4579,0.94771,0.75093,0.63432,0.67947,0.40141,1.67853,1.49624,1.70026,0.0002525,0.0002525,0.0002525
52,2070.83,0.71569,0.45168,0.94305,0.78166,0.63699,0.6919,0.41511,1.67497,1.45504,1.70806,0.00024755,0.00024755,0.00024755
53,2110.48,0.70834,0.44402,0.93903,0.81302,0.59214,0.68046,0.40974,1.69892,1.53214,1.73644,0.0002426,0.0002426,0.0002426
54,2150.15,0.70369,0.4425,0.93553,0.80179,0.6182,0.68976,0.41781,1.68502,1.53894,1.70327,0.00023765,0.00023765,0.00023765
55,2189.79,0.69472,0.43765,0.93439,0.76519,0.6102,0.67596,0.40733,1.67179,1.5901,1.70238,0.0002327,0.0002327,0.0002327
56,2229.42,0.69319,0.43721,0.93533,0.77296,0.63025,0.68842,0.42245,1.66498,1.56618,1.69807,0.00022775,0.00022775,0.00022775
57,2269.24,0.68262,0.42864,0.92686,0.76558,0.64223,0.69998,0.4236,1.66362,1.51485,1.70106,0.0002228,0.0002228,0.0002228
58,2309,0.67753,0.42776,0.92802,0.76704,0.62586,0.68382,0.41265,1.67417,1.54186,1.70794,0.00021785,0.00021785,0.00021785
59,2348.64,0.67527,0.42244,0.92753,0.77133,0.64315,0.68319,0.42234,1.66364,1.58868,1.68685,0.0002129,0.0002129,0.0002129
60,2388.35,0.67054,0.42109,0.92668,0.75685,0.62673,0.67333,0.41412,1.67565,1.52201,1.71968,0.00020795,0.00020795,0.00020795
61,2428,0.66746,0.41793,0.92366,0.78858,0.62645,0.68269,0.41649,1.69178,1.51447,1.74281,0.000203,0.000203,0.000203
62,2467.62,0.66179,0.41616,0.92105,0.80872,0.60748,0.69006,0.42506,1.65972,1.48045,1.69123,0.00019805,0.00019805,0.00019805
63,2507.4,0.65553,0.41126,0.91969,0.78995,0.62049,0.68749,0.4188,1.68282,1.49997,1.71847,0.0001931,0.0001931,0.0001931
64,2547.02,0.65394,0.40797,0.91967,0.77083,0.65334,0.69869,0.43033,1.68123,1.46849,1.75363,0.00018815,0.00018815,0.00018815
65,2586.76,0.64273,0.40293,0.91607,0.79659,0.63603,0.69611,0.43289,1.65455,1.4505,1.72341,0.0001832,0.0001832,0.0001832
66,2626.56,0.6382,0.39885,0.91093,0.7898,0.63284,0.68999,0.42683,1.66262,1.47752,1.73034,0.00017825,0.00017825,0.00017825
67,2666.26,0.63742,0.40233,0.91453,0.76341,0.61818,0.67646,0.41776,1.67292,1.54076,1.74798,0.0001733,0.0001733,0.0001733
68,2705.88,0.62763,0.3941,0.91095,0.7716,0.63804,0.68648,0.42257,1.66824,1.52724,1.73535,0.00016835,0.00016835,0.00016835
69,2745.54,0.63055,0.39562,0.90813,0.80443,0.59628,0.69256,0.42446,1.67557,1.58781,1.75183,0.0001634,0.0001634,0.0001634
70,2785.24,0.62415,0.39147,0.90739,0.79932,0.61749,0.69087,0.42976,1.6632,1.52365,1.71374,0.00015845,0.00015845,0.00015845
71,2824.92,0.61922,0.38701,0.90736,0.75359,0.63313,0.68856,0.42506,1.66134,1.54655,1.72823,0.0001535,0.0001535,0.0001535
72,2864.56,0.6109,0.38477,0.9066,0.77449,0.6173,0.68118,0.41652,1.68802,1.60676,1.74051,0.00014855,0.00014855,0.00014855
73,2904.21,0.60731,0.38175,0.90154,0.76824,0.64177,0.69453,0.4299,1.68852,1.58162,1.73501,0.0001436,0.0001436,0.0001436
74,2943.88,0.60011,0.37691,0.90163,0.77456,0.62035,0.68292,0.41907,1.66344,1.57084,1.72687,0.00013865,0.00013865,0.00013865
75,2983.55,0.60538,0.37778,0.90279,0.77704,0.63705,0.69347,0.43019,1.66758,1.59951,1.71897,0.0001337,0.0001337,0.0001337
76,3023.19,0.5956,0.37305,0.90105,0.80289,0.63167,0.69263,0.43075,1.6531,1.5226,1.70977,0.00012875,0.00012875,0.00012875
77,3062.81,0.59389,0.37408,0.89929,0.77834,0.61806,0.67759,0.41831,1.6597,1.5853,1.72162,0.0001238,0.0001238,0.0001238
78,3102.52,0.59411,0.36822,0.89575,0.77842,0.61632,0.68031,0.42272,1.66152,1.62619,1.74038,0.00011885,0.00011885,0.00011885
79,3142.53,0.57908,0.36271,0.8937,0.79159,0.62382,0.69101,0.42765,1.65835,1.57629,1.71908,0.0001139,0.0001139,0.0001139
80,3183.47,0.58425,0.3651,0.89652,0.79711,0.6272,0.68956,0.42408,1.68141,1.63855,1.75743,0.00010895,0.00010895,0.00010895
